Title,Artist,Acousticness,Danceability,Energy,Instrumentalness,Liveness,Loudness,Speechiness,Valence,Tempo,Popularity
Waking Up,6d5KjyeBSbzh6bbczubWko,0.239,0.861,0.67,0.0,0.0,-3.49,0.0887,0.844,94.959,41
Once in a Lifetime - 2005 Remaster,38Ngied9rBORlAbLYNCl4k,0.181,0.644,0.919,0.134,0.134,-6.289,0.0561,0.871,117.459,70
Age of Consent - 2015 Remaster,2EEinN4Zk8MUv4OQuLsTBj,0.00101,0.372,0.91,0.0944,0.0944,-5.559,0.0392,0.756,161.964,67
Hey Parents,7BXhoa9BEQ5u4Qu6PMu5rl,0.0851,0.836,0.645,1.94e-06,1.94e-06,-4.855,0.048,0.894,179.925,34
Try Me,1szcqjv31ORgVlb9hrrY9V,0.0409,0.907,0.568,0.00467,0.00467,-6.742,0.0451,0.659,107.017,37
Boredom (feat. Rex Orange County & Anna of the North),5WNYg3usc6H8N3MBEp4zVk,0.79,0.559,0.578,0.000522,0.000522,-9.54,0.151,0.239,79.938,74
Street Fighter Mas,2kTWcP2fid9TKLdcRuiAq4,0.58,0.6,0.662,0.952,0.952,-8.285,0.0941,0.707,80.856,43
See You Again (feat. Kali Uchis),7KA4W4McWYRpgf0fWsJZWB,0.371,0.5579999999999999,0.5589999999999999,7.49e-06,0.109,-9.222000000000001,0.0959,0.62,78.558,79
California Dreamin' - Single Version,4s6LhHAV5SEsOV0lC2tjvJ,0.35200000000000004,0.552,0.608,0.0,0.0533,-9.786,0.0345,0.637,112.367,78
California Girls,0mwr3py9MZIOdvOrI31h6r,0.159,0.393,0.714,2.49e-06,2.49e-06,-8.521,0.0374,0.769,115.522,50
"Monday, Monday - Single Version",3EFb1qDgIqf9MegIryKtDj,0.742,0.488,0.464,0.0,0.0,-9.496,0.0284,0.709,109.853,62
Dedicated To The One I Love,1mFrjW8e8fuAOowlU3Q3Dr,0.814,0.396,0.452,0.0,0.0,-8.809,0.0326,0.307,103.264,64
"It's Been a Long, Long Time",52XDumqYDUXX16R7FM5fpV,0.938,0.271,0.219,0.00086,0.00086,-9.767,0.031,0.375,74.68,59
Supersonic Rocket Ship,7DTfOX4SIuMMt33sSVvLRr,0.863,0.622,0.43,0.0217,0.0217,-15.587,0.0434,0.882,148.219,39
"Paint It, Black",63T7DJ1AFDD6Bn8VzG6JE8,0.0493,0.464,0.795,0.00244,0.00244,-9.267,0.0926,0.612,158.691,78
Everywhere - 2017 Remaster,254bXAqt3zP6P50BdQvEsq,0.258,0.73,0.48700000000000004,0.01,0.0852,-10.991,0.0303,0.731,114.965,79
Dear Mr. Fantasy,5CGpPUcUahMuLzkNK9ZgPP,0.171,0.24,0.615,0.0125,0.0125,-14.117,0.0677,0.768,166.657,60
Say You Love Me,6lrQo6KAYvb92MGk6ZuZlt,0.0187,0.723,0.596,0.00513,0.00513,-13.436,0.0308,0.962,128.068,64
Gold Dust Woman - 2004 Remaster,1cioTI6lHVmW4UWKEi8ChG,0.259,0.666,0.599,0.000769,0.000769,-9.352,0.0305,0.696,123.16,60
Gypsy,19Ym5Sg0YyOCa6ao21bdoG,0.017,0.622,0.54,0.00771,0.00771,-13.99,0.0261,0.847,130.879,74
Heart Of Glass - Special Mix,0P2fgmJp3a3PEu808hiQ1Y,0.0145,0.659,0.78,0.0349,0.0349,-8.425,0.0309,0.808,114.421,40
Telephone Line,3SPcBPzvbmWLl8NU5efx4W,0.771,0.467,0.367,2.27e-05,2.27e-05,-8.164,0.0298,0.205,70.856,62
The Things We Do For Love,6KEWtSOGKpIXGw6l1uJgsR,0.163,0.637,0.528,0.0,0.0,-9.837,0.0394,0.781,106.949,64
Silver Springs - 2004 Remaster,2Y8BloifAHEn6GproQgPs7,0.00766,0.348,0.576,0.0462,0.0462,-8.388,0.0289,0.428,179.014,55
WANTED U,0Y9D1Bc4fAkeZnVsGKdij6,0.105,0.305,0.715,0.0495,0.0495,-7.54,0.0554,0.29,82.977,67
Cecilia,6QhXQOpyYvbpdbyjgAqKdY,0.357,0.755,0.876,5.17e-06,5.17e-06,-8.867,0.0362,0.954,102.762,73
Pulled Up,534jJBxQZdNyJaIHpyMTUU,0.117,0.688,0.755,1.31e-05,1.31e-05,-7.215,0.0422,0.973,139.853,3
SLOW DANCING IN THE DARK,0rKtyWc8bvkriBthvHKY8d,0.544,0.515,0.479,0.00598,0.00598,-7.458,0.0261,0.284,88.964,85
The Tide Is High - Edit,165NAtd2DRPKNQ6EVY0VG9,0.0514,0.778,0.667,0.0312,0.0312,-7.273,0.0258,0.964,96.954,52
You Never Can Tell,5zBcCuhVgll3iM4aJcaujN,0.733,0.595,0.835,5.02e-05,5.02e-05,-10.057,0.117,0.919,157.188,0
Ch-Check It Out,56H98l4uinRifnTH8e308N,0.0766,0.795,0.899,0.0,0.0,-7.02,0.292,0.694,115.062,56
Scar Tissue,1G391cbiT3v3Cywg8T7DM1,0.0779,0.595,0.717,0.00274,0.00274,-4.803,0.0295,0.547,88.969,76
Snow (Hey Oh),2aibwv5hGXSgw7Yru8IYTO,0.116,0.427,0.9,1.75e-05,1.75e-05,-3.674,0.0499,0.599,104.655,79
Purple Haze,0wJoRiX5K5BxlqZTolB2LD,0.008759999999999999,0.5329999999999999,0.905,0.578,0.0698,-5.27,0.0754,0.486,108.9,72
Can't Stop,3ZOEytgrvLwQaqXreDs2Jx,0.0179,0.618,0.938,0.0,0.0,-3.442,0.0456,0.875,91.455,80
Undone - The Sweater Song,6FxbwB6o1MKOy0dHvxNr2W,0.00556,0.45,0.652,0.000786,0.000786,-5.541,0.0276,0.514,80.128,0
Roxanne - Remastered 2003,0SYRVn2YF7HBscQEmlkpTI,0.026,0.608,0.746,2.39e-06,2.39e-06,-8.851,0.354,0.745,134.03,0
Rosanna,37BTh5g05cxBIRYMbw8g2T,0.0208,0.365,0.513,0.000147,0.000147,-13.034,0.0357,0.739,80.647,71
Come On Get Happy - The Partridge Family Theme,3fiWru4ins2Mso83shTZTz,0.263,0.675,0.741,0.0,0.0,-11.683,0.0595,0.631,142.116,46
"Another Brick in the Wall, Pt. 2",4gMgiXfqyzZLMhsksGmbQV,0.0781,0.694,0.394,0.000677,0.000677,-15.881,0.0428,0.719,104.126,76
Life on Mars? - 2015 Remaster,3ZE3wv8V3w2T2f7nOCjV0N,0.639,0.442,0.384,7.7e-05,7.7e-05,-14.635,0.0414,0.216,123.281,71
America,6dfhF1BDGmhM69fnCb6wSC,0.554,0.259,0.241,6.62e-06,6.62e-06,-15.955,0.042,0.275,178.453,65
Got To Get You Into My Life - Remastered 2009,3tGhRLgcCP6SIZU3tbGl7l,0.42,0.521,0.524,9.27e-06,9.27e-06,-6.136,0.0302,0.711,136.679,60
Ordinary Day (ft. Hailee Steinfeld),2zIAPysksDdMAiG33qH6kW,0.0224,0.748,0.894,0.0,0.0,-6.67,0.0748,0.839,157.988,53
"Mrs. Robinson - From ""The Graduate"" Soundtrack",0iOZM63lendWRTTeKhZBSC,0.713,0.606,0.457,2.53e-05,2.53e-05,-14.035,0.0497,0.813,92.033,76
Brain Stew,1nLnpLXvl68RZCSjfkyiaa,0.00133,0.559,0.543,2e-05,2e-05,-5.429,0.302,0.337,75.958,70
God Only Knows - Remastered,6iGU74CwXuT4XVepjc9Emf,0.253,0.521,0.487,0.0,0.0,-7.525,0.0299,0.483,117.072,71
Relax,2K22nUTdyr48JDwI5t906t,0.326,0.676,0.695,1.09e-05,1.09e-05,-13.395,0.0392,0.691,114.93,71
Somebody To Love - Remastered 2011,6cFZ4PLC19taNlpl9pbGMf,0.19,0.497,0.693,0.0,0.0,-7.024,0.0565,0.358,111.539,67
Helen Wheels,1hl9popG7MdtHyGUEwcspD,0.00625,0.401,0.824,0.00278,0.00278,-5.421,0.0356,0.659,146.125,32
Don't Stop 'Til You Get Enough,46eu3SBuFCXWsPT39Yg3tJ,0.126,0.878,0.821,0.0461,0.0461,-9.875,0.089,0.947,118.881,75
TEST DRIVE,1DMEzmAoQIikcL52psptQL,0.71,0.646,0.648,0.00316,0.00316,-8.602,0.0372,0.466,75.004,71
El Condor Pasa (If I Could),1eN42Q7IWRzRBq8eW2Y2TE,0.836,0.33,0.214,0.0701,0.0701,-17.699,0.0311,0.275,147.795,62
Love Never Felt So Good,48td6xvpokdYwvbl3JIiXP,0.132,0.775,0.719,1.79e-06,1.79e-06,-6.212,0.0435,0.712,117.513,68
Helter Skelter - Remastered 2009,0Bs0hUYxz7REyIHH7tRhL2,0.000606,0.166,0.831,0.846,0.846,-8.469,0.0894,0.281,167.518,62
This Must Be the Place (Naive Melody) - 2005 Remaster,6aBUnkXuCEQQHAlTokv9or,0.331,0.942,0.641,0.179,0.179,-10.15,0.0333,0.966,114.443,72
Day Tripper - Remastered 2015,29b2b96jozyD9GPCkOrVLs,0.12,0.665,0.782,4.19e-06,4.19e-06,-8.438,0.0307,0.731,137.453,62
Misirlou,1p791U7Bx5PmvCwucN4PQN,0.00345,0.293,0.951,0.916,0.916,-5.846,0.0652,0.561,173.439,43
You're My Best Friend - Remastered 2011,4OKf7CcYuw5H2HptkcKxcP,0.158,0.518,0.761,0.00765,0.00765,-7.025,0.0452,0.576,118.738,59
Radio Ga Ga - Remastered 2011,1nQRg9q9uwALGzouOX5OyQ,0.183,0.744,0.502,0.000228,0.000228,-7.719,0.0359,0.66,112.344,75
We Will Rock You - Remastered,54flyrjcdnQdco7300avMJ,0.679,0.693,0.49700000000000005,0.0,0.258,-7.316,0.11900000000000001,0.473,81.308,69
We Are The Champions - Remastered 2011,7ccI9cStQbQdystvc6TvxD,0.37799999999999995,0.268,0.45899999999999996,0.0,0.11900000000000001,-6.9479999999999995,0.0346,0.172,64.223,64
Foxey Lady,23MrkN7g6Q5U7GLIxNHN1B,0.0751,0.507,0.847,0.237,0.237,-5.987,0.0411,0.566,98.096,61
Feel It Still,6QgjcU0zLnzq5OrUoSZ3OK,0.0417,0.801,0.795,0.000113,0.000113,-5.115,0.0504,0.754,79.028,78
Ain't No Rest for the Wicked,3Pzh926pXggbMe2ZpXyMV7,0.0438,0.634,0.849,0.0,0.0,-7.075,0.105,0.919,156.004,73
Bennie And The Jets - Remastered 2014,5Wj1rJnCLpMHdLaxsFtJLs,0.259,0.665,0.673,7.62e-06,7.62e-06,-7.95,0.0493,0.779,132.642,73
Fire,5LI7PoHEolR8plrf3I16sq,0.00206,0.479,0.944,0.0283,0.0283,-5.167,0.115,0.572,153.45,52
Banana Pancakes,451GvHwY99NKV4zdKPRWmv,0.607,0.816,0.375,8.66e-06,0.0933,-8.052999999999999,0.0996,0.615,114.303,69
Upside Down,6shRGWCtBUOPFLFTTqXZIC,0.238,0.787,0.655,0.000171,0.000171,-8.339,0.0431,0.65,102.485,71
All Along the Watchtower,2aoo2jlRnM3A0NyLQqMN2f,0.00255,0.438,0.805,5.69e-05,5.69e-05,-6.237,0.0624,0.564,113.253,78
CAN'T GET OVER YOU (feat. Clams Casino),7ewESHEg3P3JN66IcWwDho,0.684,0.9,0.316,0.0771,0.0771,-8.797,0.332,0.844,129.914,0
The Night Before - Remastered 2009,5xcfepnz1v7a83T8An9gjw,0.0537,0.461,0.762,0.0,0.0,-6.727,0.0379,0.632,84.496,58
Time to Pretend,4iG2gAwKXsOcijVaVXzRPW,8.74e-05,0.438,0.94,0.0777,0.0777,-3.249,0.0452,0.421,100.99,72
Fireflies,3DamFFqW32WihKkTVlwTYQ,0.0275,0.512,0.662,0.0,0.0,-6.797,0.0439,0.472,180.114,79
I Want You Back,4CbUtLtAcgLJ7mAIeooJS8,0.492,0.639,0.543,1.29e-05,1.29e-05,-12.777,0.0303,0.937,98.185,52
The Boxer,76TZCvJ8GitQ2FA1q5dKu0,0.702,0.439,0.488,0.000339,0.000339,-14.464,0.0615,0.629,93.017,71
Basket Case,6L89mwZXSOwYl76YXfX13s,0.00293,0.442,0.943,8.71e-06,0.091,-3.205,0.0602,0.7809999999999999,85.064,79
Welcome to Paradise,5kr3j5Clb9rjEposoMyLVt,0.000241,0.37,0.96,0.0116,0.0116,-4.162,0.0378,0.717,89.428,67
When I Come Around,1Dr1fXbc2IxaK1Mu8P8Khz,0.0175,0.531,0.909,0.0,0.231,-4.236000000000001,0.034,0.8140000000000001,97.546,74
Goodbye Yellow Brick Road - Remastered 2014,1IywC3FcPZekfT7MS1TZMS,0.511,0.562,0.459,0.002,0.002,-7.634,0.0276,0.4,121.417,0
Fixing A Hole - Remastered 2009,3pKKxkeB1pOUMHwWBmKc3Y,0.382,0.469,0.507,0.0,0.0,-8.917,0.0451,0.619,112.984,58
Eleanor Rigby - Remastered,77f3aNeabAbOaSB32Sd5QE,0.936,0.581,0.28,1.56e-05,1.56e-05,-9.091,0.0381,0.813,137.831,0
Saturday Night’s Alright (For Fighting) - Remastered 2014,12yHvSYFXI7PGzNecUvIDu,0.0195,0.513,0.979,0.0951,0.0951,-6.362,0.0425,0.94,152.875,66
Tiny Dancer - Remastered,5fP7YHDNkIwh3F7zPPgEdB,0.391,0.407,0.428,0.000182,0.000182,-10.676,0.027,0.251,145.638,0
Fly Me To The Moon (In Other Words),5b7OgznPJJr1vHNYGyvxau,0.453,0.668,0.26,0.0,0.0,-14.256,0.0523,0.368,119.416,74
My Way,6lTTzSk1hRrxp4VMwXBp2l,0.395,0.279,0.454,0.0,0.0,-7.733,0.0316,0.216,150.661,60
Fortunate Son,4BP3uh0hFLFRb5cjsgLqDh,0.201,0.64,0.663,0.00806,0.00806,-7.516,0.0374,0.663,132.77,81
Brighton Rock,6eBHgxZ1ZAe4PfsmYKSAyl,0.367,0.355,0.846,0.0178,0.0178,-8.197,0.384,0.394,137.423,0
Baby Driver,0si76EE5TVUriyT02srhrd,0.399,0.456,0.767,0.000225,0.000225,-8.241,0.0576,0.744,163.955,38
Oh! Darling - Remastered 2009,2mxByJWOajjiVsLWjNXvDJ,0.0126,0.422,0.656,0.0279,0.0279,-8.412,0.0397,0.549,173.93,67
Bellbottoms,7sC9FifCXZHgjTAjFO1ykA,0.00991,0.353,0.865,0.147,0.147,-4.598,0.233,0.46,164.042,50
Killer Queen - Remastered 2011,7GqWnsKhMtEW0nzki5o0d8,0.379,0.535,0.65,0.0,0.0,-6.328,0.0554,0.61,117.188,65
Bohemian Rhapsody - Remastered 2011,7tFiyTwD0nx5a1eklYtX2J,0.28800000000000003,0.392,0.402,0.0,0.243,-9.961,0.0536,0.228,143.88299999999998,74
Southern Nights,7kv7zBjMtVf0eIJle2VZxn,0.0989,0.6970000000000001,0.813,0.0232,0.583,-8.89,0.0315,0.85,95.301,69
Come and Get Your Love - Single Version,7GVUmCP00eSsqc4tzj1sDD,0.172,0.731,0.804,0.00028,0.00028,-7.621,0.0473,0.957,107.383,76
Livin' Thing,2hdNya0b6Cc2YJ8IyaQIWp,0.583,0.549,0.651,0.0,0.0,-7.097,0.0323,0.368,122.818,69
Turn to Stone,1Pd1h30mgU05QkWYhgFzwt,0.0686,0.548,0.72,0.000232,0.000232,-9.777,0.0409,0.458,140.966,62
"Rocket Man (I Think It's Going To Be A Long, Long Time)",3gdewACMIVMEWVbyb8O9sY,0.432,0.601,0.532,6.25e-06,6.25e-06,-9.119,0.0286,0.341,136.571,81
Don't Bring Me Down,72ahyckBJfTigJCFCviVN7,0.144,0.638,0.867,0.000733,0.000733,-6.469,0.0331,0.805,115.692,72
Uncontrollable Urge,1RG1Pz45nlYNHka7JioyOT,0.0551,0.571,0.858,0.665,0.665,-7.066,0.0326,0.716,92.523,54
My Sweet Lord,1chu8wc9zbNqTQ2ahROys1,0.0705,0.537,0.685,0.0,0.0,-8.935,0.0333,0.542,120.965,0
Beyond the Sea,2EIaO5knwUA3F2qnf9LV3S,0.723,0.521,0.516,0.0,0.0,-7.456,0.0369,0.569,136.483,59
Lake Shore Drive,46MX86XQqYCZRvwPpeq4Gi,0.204,0.434,0.885,0.0,0.0,-7.367,0.0396,0.843,93.999,66
In the Summertime,3RNyGLgSvmVRZ7xKUp8Wgd,0.724,0.754,0.449,0.0,0.0,-14.013,0.0615,0.973,82.751,66
"Ob-La-Di, Ob-La-Da - Remastered 2009",1gFNm7cXfG1vSMcxPpSxec,0.232,0.818,0.728,0.0642,0.0642,-8.331,0.0314,0.975,113.059,70
I'm Not In Love,5HQEmiV2lKnSO6qa2fsR7x,0.685,0.404,0.523,0.000498,0.000498,-15.7,0.0575,0.164,133.738,70
Across The Universe - Remastered 2009,4dkoqJrP0L8FXftrMZongF,0.361,0.257,0.412,8.68e-05,8.68e-05,-11.788,0.0287,0.858,152.126,66
Maxwell's Silver Hammer - Remastered 2009,2S8xyNRJX1XQdo3qnTuovI,0.629,0.764,0.426,0.000119,0.000119,-11.045,0.0405,0.726,131.12,58
(I Can't Get No) Satisfaction - Mono Version,2PzU4IB8Dr6mxV3lHuaG34,0.0383,0.723,0.863,0.0317,0.0317,-7.89,0.0338,0.931,136.302,76
O-o-h Child,74JdR9aXE6I74oS1BVRsvb,0.00154,0.488,0.754,2.42e-05,2.42e-05,-7.95,0.0381,0.664,88.369,63
Ain't No Mountain High Enough - Mono Version,4njseCGxWeZUksjhrqkleT,0.355,0.621,0.825,0.000932,0.000932,-6.005,0.0324,0.886,129.168,0
Pumped Up Kicks,7w87IxuO7BDcJ3YUqCyMTT,0.145,0.733,0.71,0.115,0.115,-5.849,0.0292,0.965,127.975,84
Cars,6HZ67VImxqr8aMBEEhblzf,0.0114,0.546,0.578,6.54e-05,6.54e-05,-8.745,0.0406,0.819,128.037,63
Hooked on a Feeling,6Ac4NVYYl2U73QiTt11ZKd,0.261,0.547,0.82,0.0,0.0,-6.728,0.0805,0.933,118.208,75
Sir Duke,4RQgqR09VmHn345vRhKQ6T,0.16,0.576,0.579,0.0,0.0,-9.628,0.0769,0.947,106.978,0
Another One Bites The Dust - Remastered 2011,57JVGBtBLCfHw2muk5416J,0.112,0.933,0.528,0.329,0.329,-6.472,0.162,0.756,109.975,73
99 Luftballons,6HA97v4wEGQ5TUClRM0XLc,0.089,0.466,0.438,5.62e-06,5.62e-06,-12.858,0.0608,0.587,193.1,1
Island In The Sun,2MLHyLy5z5l5YRp7momlgw,0.00719,0.654,0.81,0.00251,0.165,-6.26,0.0288,0.6609999999999999,114.62299999999999,76
Doin' Time,4mAqG6KNWZQiekSthr2QtL,0.0393,0.711,0.724,3.81e-06,3.81e-06,-5.97,0.0851,0.482,80.975,0
September,5nNmj1cLH3r4aA4XDJ2bgY,0.114,0.697,0.809,0.000521,0.000521,-8.197,0.0302,0.98,125.941,3
Africa,2374M0fQpWi3dLnB54qaLX,0.257,0.6709999999999999,0.373,8.01e-05,0.0481,-18.064,0.0323,0.732,92.71799999999999,83
Peg,5DQAHkO9U4IZIombHefcqK,0.0608,0.797,0.566,0.000362,0.000362,-11.132,0.0321,0.939,116.976,59
"December, 1963 (Oh What a Night!)",7ePFDzrnLt3Ynqgy2UFWri,0.058,0.727,0.588,5.46e-06,5.46e-06,-9.568,0.0253,0.964,104.413,64
Time Of The Season,0PIl0KV0opolkF84Xc8BgH,0.0435,0.488,0.651,2.69e-06,2.69e-06,-7.829,0.0355,0.684,116.758,0
Fox On The Run,66gG8RzSA2sVQwME8e43wX,0.0308,0.523,0.762,0.0,0.0,-8.669,0.0346,0.881,128.064,55
Taxman - Remastered,37ySfQ411eeAGzzjd6zsrT,0.0101,0.469,0.596,0.0,0.0,-8.348,0.0749,0.783,133.586,0
You'll Be Back,6OG1S805gIrH5nAQbEOPY3,0.39,0.607,0.466,0.0,0.0,-7.562,0.0578,0.434,121.741,74
Crosseyed and Painless - 2005 Remaster,0yhwdmbgkKdE1plV8xWdrd,0.138,0.723,0.818,0.748,0.748,-5.946,0.0366,0.894,135.122,51
Sloop John B - Remastered,2ULL3VZf4WwBKO4vjwT7Bg,0.402,0.567,0.745,0.0,0.0,-5.423,0.0264,0.903,125.575,60
Lift Yourself,3uYDO9dPLTVrgfwg7EYXSf,0.0108,0.877,0.435,1.88e-06,1.88e-06,-8.131,0.136,0.589,98.008,59
Lucy In The Sky With Diamonds - Remastered 2009,25yQPHgC35WNnnOUqFhgVR,0.0469,0.311,0.325,0.0,0.0,-9.042,0.0283,0.668,65.09,68
Whip It,4sscDOZCkbLSlDqcCgUJnX,0.0744,0.78,0.8690000000000001,0.004,0.0621,-7.255,0.0517,0.9570000000000001,157.90200000000002,65
Roundabout - 2003 Remaster,0YveezON7jpiaHA8fnUHxN,0.0682,0.41,0.761,0.0077,0.0077,-9.453,0.0687,0.391,132.889,65
"La ronde des lutins, Op. 25",4c2SDLutiEdVHMuWa3eijN,0.955,0.632,0.428,0.359,0.359,-13.292,0.0516,0.897,100.137,30
Spanish Dance No. 1 (from La vida breve),4fVC2OQsDAPfZnFubMs90O,0.91,0.525,0.327,0.23,0.23,-12.673,0.051,0.573,109.538,32
Baal Shem: II. Nigun (Version for Violin & Piano),2Ih1gHZbqi0sRHybAdwz4w,0.957,0.158,0.282,0.017,0.017,-13.688,0.0457,0.0648,78.065,2
"Sonata, Op. 9 No. 3 in D: Tambourin: Allegro vivace",12Yz4GNT7Z9v8ouJr88kwX,0.953,0.543,0.266,0.313,0.313,-10.896,0.037,0.776,142.196,2
"Sonata, Op. 9 No. 3 in D: Allegro",4LRiz3IJydFEMZG1AlHw4l,0.976,0.477,0.228,0.143,0.143,-11.102,0.0445,0.677,97.334,2
"Sonata, Op. 9 No. 3 in D: Sarabande: Largo",3pV7nNN1hjNt0f7g4AbRnR,0.967,0.131,0.2,0.0484,0.0484,-18.884,0.0414,0.116,93.087,2
"Sonata, Op. 9 No. 3 in D: Adagio molto moderato",4xodN3XuYwQxm6aIRJ2Y0Z,0.975,0.15,0.199,7.35e-05,7.35e-05,-13.983,0.0494,0.363,67.988,3
"Sonata, Op. 11 No. 1 in E-Flat: Im Zeitmaß eines langsamen, feierlichen Tanzes",3SJ1msUINGI7AlkHuSy7ss,0.97,0.212,0.101,0.414,0.414,-22.375,0.0428,0.0546,95.793,2
"Sonata, Op. 11 No. 1 in E-Flat: Frisch",6yvOZRaRqSiyIlMTaNT87i,0.965,0.302,0.259,0.0109,0.0109,-11.714,0.0391,0.136,101.744,2
"Sonata in E Major, Op. 1 No. 15, HWV 373: IV. Allegro",50rsDcvbxC7wSusFtfy8CZ,0.99,0.448,0.263,0.00302,0.00302,-12.401,0.0578,0.795,86.086,4
"Sonata in E Major, Op. 1 No. 15, HWV 373: III. Adagio",2EZsRUIM6xL0z1QvfmR8Ix,0.972,0.162,0.132,0.0088,0.0088,-19.804,0.0414,0.0697,84.884,3
"Sonata in E Major, Op. 1 No. 15, HWV 373: II. Allegro",4k4QnyBucDoNxgXwSvGF2u,0.987,0.548,0.381,4.61e-05,4.61e-05,-13.075,0.059,0.96,102.639,4
"Sonata in E Major, Op. 1 No. 15, HWV 373: I. Adagio",0yDXtPaB0SM1Dq195fSZ5r,0.989,0.2,0.187,0.0764,0.0764,-16.907,0.0456,0.22,68.815,4
"Navarra, Op. 33",19nR67H1ngBnTRvYBkQUEP,0.927,0.521,0.269,0.746,0.746,-13.867,0.0426,0.613,107.948,32
Berceuse Sfaradite,4ahyOjeJHuQqcjlw0hjMtA,0.973,0.121,0.137,0.519,0.519,-24.174,0.0452,0.188,92.739,4
"24 Caprices for Solo Violin, Op. 1, MS 25: No. 24 in A Minor. Tema con variazioni",5k1VQhtW8bLuveRN1dM4Y8,0.965,0.465,0.117,0.0803,0.0803,-16.036,0.0638,0.642,90.091,4
"24 Caprices for Solo Violin, Op. 1, MS 25: No. 16 in G Minor. Presto",14P4BSolr8PS7ihOFditIi,0.972,0.533,0.323,0.135,0.135,-16.248,0.0557,0.949,73.888,3
"24 Caprices for Solo Violin, Op. 1, MS 25: No. 1 in E Major. Andante",7iYeiQLrOIpdijghubrwnp,0.975,0.569,0.281,0.857,0.857,-17.755,0.054,0.941,111.468,4
Oblio's Return - Narration,37xPxSSbvchBND4OruIx4J,0.869,0.456,0.499,0.000181,0.000181,-13.867,0.531,0.736,170.05,22
Are You Sleeping?,5JujMIpKp8zbxEi2mHl29l,0.879,0.447,0.331,0.00477,0.00477,-14.633,0.0332,0.749,168.781,31
The Clearing In the Woods - Narration,5xeEjfkN524RtHqZ1PDZJm,0.794,0.469,0.252,0.27,0.27,-19.641,0.085,0.561,137.19,22
P.O.V. Waltz,0usH4jSTypiNKhAOeexVBm,0.868,0.478,0.326,1.64e-05,1.64e-05,-13.706,0.0335,0.46,134.37,25
The Birds - Narration,14vxqxCtiT4vvjZ06vz0nI,0.835,0.492,0.316,0.204,0.204,-17.181,0.135,0.333,73.146,23
Life Line,4F0dnDmbZg2cVa2v7jyt7L,0.812,0.193,0.309,0.00452,0.00452,-12.361,0.0325,0.179,144.173,28
The Pointed Man - Narration,1Db5YKbyraOfnQX9boBbfm,0.839,0.649,0.391,3e-05,3e-05,-17.01,0.339,0.793,112.26,24
Think About Your Troubles,1udpwsUp7hONCUbzGy4KUs,0.816,0.596,0.343,4e-06,4e-06,-12.404,0.0483,0.468,112.575,33
Poli High,1iQksp9ymtj7Cj39niTeUb,0.533,0.636,0.612,5.43e-06,5.43e-06,-10.612,0.0333,0.825,91.939,27
The Trial & Banishment,6bbgomYcJ7shFZbokxQCD8,0.816,0.725,0.446,9.6e-05,9.6e-05,-18.155,0.11,0.812,92.533,26
The Game - Narration,4heDQy6gYAFDzXQBopcsdS,0.566,0.731,0.392,0.00147,0.00147,-18.062,0.15,0.845,91.485,25
Me and My Arrow,5KjRITicSHJM88w3U9LwLM,0.658,0.798,0.511,0.00285,0.00285,-14.078,0.034,0.962,91.568,41
The Town - Narration,117rBB0OEexfRmf9h0tCl1,0.83,0.732,0.304,1.96e-06,1.96e-06,-19.752,0.467,0.669,116.384,25
Everything's Got 'Em,1j33elOAPfVDki9DfiwBIC,0.861,0.804,0.26,0.0,0.0,-13.375,0.0431,0.712,115.268,29
Fists of Fury,66gLiXgY4hOU18P5E3lbWD,0.284,0.4,0.889,0.78,0.78,-8.315,0.1,0.553,103.528,31
Sunshine Superman,4RGxUjaCmVtD30pIhtEi7w,0.122,0.629,0.677,9.72e-06,9.72e-06,-7.239,0.0299,0.627,132.783,60
All You Need Is Love - Remastered 2009,68BTFws92cRztMS1oQ7Ewj,0.346,0.4,0.48,3.1e-05,3.1e-05,-7.768,0.0295,0.653,103.436,66
Happy Together,1JO1xLtVc8mWhIoE3YaCL0,0.55,0.584,0.367,1.38e-05,1.38e-05,-9.638,0.0328,0.588,120.175,74
"Hello, Goodbye - Remastered 2009",0vZ97gHhemKm6c64hTfJNA,0.306,0.479,0.733,2.4e-05,2.4e-05,-8.753,0.0256,0.806,99.307,65
Stand by Me,3SdTKo2uVsxFblQjpScoHy,0.57,0.65,0.306,7.07e-06,0.0707,-9.443,0.0393,0.605,118.068,78
Good Vibrations - Remastered,5t9KYe0Fhd5cW6UYT4qP8f,0.326,0.396,0.473,0.000124,0.000124,-7.67,0.0345,0.385,133.449,70
I Get Around (Mono),3v9xlH6BpmRbqL7hgNJhfT,0.36,0.39,0.625,0.0,0.0,-7.813,0.0537,0.514,144.338,65
"Fun, Fun, Fun",4T5SR1krNuVLOnxSjYb8nW,0.222,0.52,0.701,0.0,0.0,-8.953,0.0345,0.965,154.177,45
Kokomo,2STQAr3BRiAeeveJ07gZh7,0.0103,0.683,0.637,0.0,0.0,-10.259,0.032,0.931,115.577,40
Don't Worry Baby,6KZqW1CRQjzpRgXoOmLkKQ,0.364,0.505,0.388,2.58e-05,2.58e-05,-10.849,0.0302,0.849,120.987,44
Wouldn't It Be Nice - Stereo Mix,2Gy7qnDwt8Z3MNxqat4CsK,0.718,0.392,0.629,3.76e-06,3.76e-06,-7.056,0.0335,0.72,124.511,71
